muid,date,conmatch,matchup,prediction,ttq,conf,venue,team1,t1oe,t1de,t1py,t1wp,t1propt,team2,t2oe,t2de,t2py,t2wp,t2propt,tpro,t1qual,t2qual,gp,result,tempo,possessions,t1pts,t2pts,winner,loser,t1adjt,t2adjt,t1adjo,t1adjd,t2adjo,t2adjd,gamevalue,mismatch,blowout,t1elite,t2elite,ord_date,t1ppp,t2ppp,gameppp,t1rk,t2rk,t1gs,t2gs,gamestats,t1fun,t2fun,results
Sam Houston St.Western Kentucky2-1,2/1/24,CUSA at CUSA,135 Sam Houston St. at 200 Western Kentucky,"Western Kentucky -0.2, 75-74 (51%)",63.32137722842966,1,0,Sam Houston St.,103.26504361074224,103.12001348165572,0.5040405310259538,0.4905868580088258,73.63176613136685,Western Kentucky,102.52526049298152,102.04656779590556,0.5134516265355088,0.5094131419911742,73.87327025064064,73.11050784638482,,,0,,,,,,,,,,,,,,,,,0.8634787899934925,0.9227558217025708,738917,,,,135,200,,,,,,
TulaneSMU2-1,2/1/24,Amer at Amer,111 Tulane at 101 SMU,"SMU -4.3, 79-75 (65%)",62.86150215968234,1,0,Tulane,107.22053889658642,103.674536731517,0.5955024439834751,0.3470252973108184,75.23896707870315,SMU,107.30168320209836,98.20373923091957,0.7347583761505583,0.6529747026891817,79.49054098166901,74.76582550435384,,,0,,,,,,,,,,,,,,,,,0.7066995983395925,0.891851637078745,738917,,,,111,101,,,,,,
UNC WilmingtonCollege of Charleston2-1,2/1/24,CAA at CAA,92 UNC Wilmington at 108 College of Charleston,"College of Charleston -2.8, 73-70 (61%)",62.429105431262485,1,0,UNC Wilmington,106.96185883570794,102.1213677179979,0.630082032109374,0.3879883003980915,70.16911151708777,College of Charleston,108.57857762885332,99.6367515991345,0.7287608973844114,0.6120116996019085,73.00594831253822,68.89120702638445,,,0,,,,,,,,,,,,,,,,,0.7129927711686451,0.8769637713456683,738917,,,,92,108,,,,,,
Appalachian St.Georgia St.2-1,2/1/24,SB at SB,109 Appalachian St. at 195 Georgia St.,"Appalachian St. -1.7, 71-69 (57%)",58.36270574946536,1,0,Appalachian St.,104.13424503220575,100.66018482213626,0.596331154726837,0.56950540952276,70.75053456192165,Georgia St.,105.67319134845592,104.66387595402088,0.5275639673874507,0.43049459047724,69.04971430067636,67.92124803233419,,,0,,,,,,,,,,,,,,,,,0.8566746606676605,0.8915192494409522,738917,,,,109,195,,,,,,
Eastern KentuckyQueens2-1,2/1/24,ASun at ASun,133 Eastern Kentucky at 241 Queens,"Eastern Kentucky -2.4, 79-77 (59%)",56.382835943906,1,0,Eastern Kentucky,105.7588521388181,105.54918952804684,0.505704979706693,0.5862989197899843,78.91412121265097,Queens,102.70173657270458,105.65352702105189,0.4192470303201021,0.4137010802100157,76.55731373572931,73.89589518890936,,,0,,,,,,,,,,,,,,,,,0.9023994381676984,0.9222798871790164,738917,,,,133,241,,,,,,
PortlandPacific2-1,2/1/24,WCC at WCC,150 Portland at 257 Pacific,"Portland -2.0, 79-77 (57%)",55.02316115064886,1,0,Portland,108.00990184740375,109.37071005825608,0.464066438829815,0.5724372288291792,78.60170719058894,Pacific,100.43479137529408,104.3137280885454,0.392745908537215,0.4275627711708207,76.63235176803535,72.99502448533588,,,0,,,,,,,,,,,,,,,,,0.9116615445909352,0.933425407766579,738917,,,,150,257,,,,,,
Louisiana TechFIU2-1,2/1/24,CUSA at CUSA,123 Louisiana Tech at 233 FIU,"Louisiana Tech -2.8, 72-69 (61%)",53.91446185489509,1,0,Louisiana Tech,103.35873648065716,101.18625513227715,0.5607713674914792,0.6126251554662883,72.20769773296352,FIU,102.66108817627192,104.5899743908036,0.4466866229746406,0.3873748445337117,69.38628512159654,69.88960213337923,,,0,,,,,,,,,,,,,,,,,0.8921002621711578,0.9048455046404044,738917,,,,123,233,,,,,,
StetsonNorth Alabama2-1,2/1/24,ASun at ASun,172 Stetson at 216 North Alabama,"North Alabama -1.6, 75-73 (56%)",53.19578320238054,1,0,Stetson,108.8311650985473,111.91713367156606,0.4202977319118915,0.4377534356830348,73.25843463505036,North Alabama,103.30160356464498,103.9437614969729,0.4821908783153267,0.5622465643169652,74.87029926766,67.75982025192039,,,0,,,,,,,,,,,,,,,,,0.877565507712006,0.9436464785007216,738917,,,,172,216,,,,,,
SeattleGrand Canyon2-1,2/1/24,WAC at WAC,125 Seattle at 79 Grand Canyon,"Grand Canyon -6.5, 74-67 (74%)",53.0000034685523,1,0,Seattle,102.6752296790809,100.85257596611063,0.5513130917664806,0.2563706966431143,67.3272998630661,Grand Canyon,112.15473302725694,100.42054192711416,0.7808960501588579,0.7436293033568857,73.85970268895602,68.32336883138693,,,0,,,,,,,,,,,,,,,,,0.6519026529395476,0.908093704301714,738917,,,,125,79,,,,,,
BellarmineKennesaw St.2-1,2/1/24,ASun at ASun,197 Bellarmine at 230 Kennesaw St.,"Kennesaw St. -2.2, 77-75 (58%)",52.01753738825825,1,0,Bellarmine,103.8958476825056,108.65630243636193,0.3739732200261378,0.4170329559415191,74.6617417234056,Kennesaw St.,104.59098556373812,106.2431909106862,0.455060710775764,0.5829670440584809,76.86842766104182,70.7725980166287,,,0,,,,,,,,,,,,,,,,,0.8888010413333693,0.953102788348105,738917,,,,197,230,,,,,,
MilwaukeeFort Wayne2-1,2/1/24,Horz at Horz,219 Milwaukee at 297 Fort Wayne,"Milwaukee -1.0, 78-77 (54%)",51.03477210623122,1,0,Milwaukee,104.9778144284819,111.38373160787414,0.3360000401269876,0.5352353408460331,78.20521813195106,Fort Wayne,100.77776338789164,108.24813017980584,0.305265857840542,0.4647646591539669,77.25103039194482,72.00855894848593,,,0,,,,,,,,,,,,,,,,,0.9382345034767346,0.959987424222367,738917,,,,219,297,,,,,,
CaliforniaArizona2-1,2/1/24,P12 at P12,137 California at 6 Arizona,"Arizona -18.4, 87-69 (94%)",49.97351768770941,1,0,California,107.08769267330028,107.03866832307526,0.50131646269999,0.061566982139527,68.83553750279133,Arizona,118.9164160699463,93.79259765810986,0.9387365594371252,0.938433017860473,87.23426208887635,71.70854337714977,California,,0,,,,,,,,,,,,,,,,,0.3034246245868958,0.9235289361153,738917,,,,137,6,,,,,,
UC DavisUC Santa Barbara2-1,2/1/24,BW at BW,181 UC Davis at 171 UC Santa Barbara,"UC Santa Barbara -4.0, 74-70 (66%)",49.96441964930558,1,0,UC Davis,100.05038034246776,103.16377870069904,0.4127992410737304,0.3440593346951721,69.66740260173223,UC Santa Barbara,108.30061221393024,105.57752516253892,0.5726939158250868,0.6559406653048279,73.68813254580388,69.00899709364901,,,0,,,,,,,,,,,,,,,,,0.8327798377743695,0.9452649491389116,738917,,,,181,171,,,,,,
Eastern WashingtonMontana St.2-1,2/1/24,BSky at BSky,217 Eastern Washington at 247 Montana St.,"Montana St. -2.1, 73-71 (58%)",49.294525515612,1,0,Eastern Washington,104.70526592587848,111.03194917312504,0.3374477698396617,0.4167725745467786,71.26269084828587,Montana St.,99.27781869999772,102.2448248625455,0.4161369271175961,0.5832274254532214,73.37574909050532,69.64960789357619,,,0,,,,,,,,,,,,,,,,,0.90351986582418,0.9597376905528314,738917,,,,217,247,,,,,,
TroyGeorgia Southern2-1,2/1/24,SB at SB,222 Troy at 306 Georgia Southern,"Troy -1.3, 75-73 (55%)",49.28253411892983,1,0,Troy,98.59135333089768,105.0003048162484,0.326454178102337,0.5504780382750487,74.53749013734588,Georgia Southern,101.38552507217418,109.89524739932062,0.2835604020643484,0.4495219617249513,73.23581860161016,71.9819063113722,,,0,,,,,,,,,,,,,,,,,0.9440213082179432,0.9616103711771092,738917,,,,222,306,,,,,,
Long Beach St.Cal St. Bakersfield2-1,2/1/24,BW at BW,131 Long Beach St. at 263 Cal St. Bakersfield,"Long Beach St. -3.5, 75-71 (63%)",48.886237690637714,1,0,Long Beach St.,106.54215159752076,106.0146645331589,0.5142655207813313,0.6347528408356652,74.61314102519788,Cal St. Bakersfield,101.91721070308924,106.4052663769222,0.3785790404563685,0.3652471591643348,71.11221552959056,68.86476265053541,,,0,,,,,,,,,,,,,,,,,0.9163604034406944,0.9197885845262042,738917,,,,131,263,,,,,,
UT ArlingtonSouthern Utah2-1,2/1/24,WAC at WAC,168 UT Arlington at 293 Southern Utah,"UT Arlington -3.4, 79-76 (62%)",47.24426412369803,1,0,UT Arlington,104.47197395872196,107.0121735315215,0.43136768897501,0.6239318591970379,79.02695230116694,Southern Utah,103.79126279668112,111.09982240100214,0.3137718549876884,0.3760681408029621,75.6233738995638,71.24073417525146,,,0,,,,,,,,,,,,,,,,,0.9358873149666816,0.9411897587956766,738917,,,,168,293,,,,,,
DenverUMKC2-1,2/1/24,Sum at Sum,259 Denver at 305 UMKC,"UMKC -0.9, 76-75 (53%)",46.35020037708847,1,0,Denver,105.6216083734292,115.65935221438788,0.260370805174127,0.4676878286439317,75.11660253186118,UMKC,99.3565112064036,107.58121820156924,0.2860567787664413,0.5323121713560683,75.96679280060553,69.16924270517612,,,0,,,,,,,,,,,,,,,,,0.9433701212137312,0.971821086212133,738917,,,,259,305,,,,,,
Old DominionMarshall2-1,2/1/24,SB at SB,202 Old Dominion at 160 Marshall,"Marshall -6.0, 75-69 (72%)",46.279522540729616,1,0,Old Dominion,99.65877681490336,104.72091091961862,0.3612859607815412,0.2779527926262299,69.31803040030806,Marshall,105.44617269500172,101.9757668462681,0.5950428524749386,0.72204720737377,75.31784999599405,71.36742052899248,,,0,,,,,,,,,,,,,,,,,0.8195729202057127,0.955482864060435,738917,,,,202,160,,,,,,
Weber St.Northern Arizona2-1,2/1/24,BSky at BSky,127 Weber St. at 268 Northern Arizona,"Weber St. -4.1, 70-66 (67%)",46.04581142188108,1,0,Weber St.,102.87465944440244,101.50292120679048,0.5385168778912971,0.6656876080821894,70.09127757233513,Northern Arizona,101.21350658581736,106.02758334959276,0.3694979334456029,0.3343123919178106,66.01668541934873,67.23617841412037,,,0,,,,,,,,,,,,,,,,,0.9192856205785308,0.9123108193566988,738917,,,,127,268,,,,,,
South AlabamaTexas St.2-1,2/1/24,SB at SB,212 South Alabama at 237 Texas St.,"Texas St. -2.0, 66-64 (59%)",45.80178477254654,1,0,South Alabama,101.5271267259015,107.28129675320014,0.3466096500945982,0.4138735480545181,63.58869234583803,Texas St.,100.2641166939458,102.78891073808876,0.4289833053139108,0.5861264519454819,65.54221000900485,63.75552890471265,,,0,,,,,,,,,,,,,,,,,0.8988316038146583,0.9581347013946266,738917,,,,212,237,,,,,,
Tennessee MartinEastern Illinois2-1,2/1/24,OVC at OVC,235 Tennessee Martin at 316 Eastern Illinois,"Tennessee Martin -1.5, 76-74 (56%)",45.58420138139938,1,0,Tennessee Martin,103.0764117564513,111.1046456077684,0.2968126430746822,0.5587044877514913,75.77025236260083,Eastern Illinois,99.3090423097599,109.26237754137728,0.2500345181001374,0.4412955122485087,74.23176857062995,70.39391407790869,,,0,,,,,,,,,,,,,,,,,0.9524264993621444,0.9664008466433858,738917,,,,235,316,,,,,,
Morehead St.Tennessee St.2-1,2/1/24,OVC at OVC,214 Morehead St. at 210 Tennessee St.,"Tennessee St. -3.8, 72-68 (65%)",45.5293386543334,1,0,Morehead St.,97.77338813870928,103.4280011747373,0.3437633718785406,0.3478642955856945,67.81462156204692,Tennessee St.,107.34752199519497,107.5168693097126,0.4954682086238761,0.6521357044143055,71.62361265228127,67.49823017574364,,,0,,,,,,,,,,,,,,,,,0.8717405301741362,0.9586369104876572,738917,,,,214,210,,,,,,
North DakotaSouth Dakota2-1,2/1/24,Sum at Sum,267 North Dakota at 331 South Dakota,"North Dakota -0.8, 76-75 (53%)",44.66884191953538,1,0,North Dakota,100.86480002435204,111.2167724079729,0.2453529737401314,0.5325151712996248,75.43038484023674,South Dakota,99.82366983968056,111.32247068835906,0.2220435980402197,0.4674848287003752,74.58090936572265,70.28945457852818,,,0,,,,,,,,,,,,,,,,,0.9589916071711908,0.9739186636891012,738917,,,,267,331,,,,,,
Tarleton St.Abilene Christian2-1,2/1/24,WAC at WAC,194 Tarleton St. at 141 Abilene Christian,"Abilene Christian -6.1, 71-65 (74%)",44.11608574091981,1,0,Tarleton St.,99.40847092083636,103.68723181765264,0.3811596550547965,0.2628778105308093,64.90173991659354,Abilene Christian,106.2384098839096,101.30842738328182,0.6333081725922013,0.7371221894691907,70.98951582927057,67.43008241502291,,,0,,,,,,,,,,,,,,,,,0.7944357505101362,0.951716833273608,738917,,,,194,141,,,,,,
LibertyNew Mexico St.2-1,2/1/24,CUSA at CUSA,60 Liberty at 248 New Mexico St.,"Liberty -8.4, 75-67 (80%)",43.14299711296961,1,0,Liberty,109.69148314226416,100.4454597287504,0.7335391437045866,0.7955066789147733,75.11331198620788,New Mexico St.,104.66402358019462,107.85892981404103,0.4144036286869058,0.2044933210852266,66.7445229598766,66.42846461435902,,,0,,,,,,,,,,,,,,,,,0.9041403239099433,0.81516122635439,738917,,,,60,248,,,,,,
DrexelMonmouth2-1,2/1/24,CAA at CAA,116 Drexel at 266 Monmouth,"Drexel -4.9, 68-63 (70%)",43.11427575605351,1,0,Drexel,101.6594726544602,98.6438149326452,0.5857204642672362,0.7044816591793488,67.5714995618336,Monmouth,102.14056478016066,106.88768602755802,0.3722842652599649,0.2955183408206512,62.65505908151512,65.06603573783043,,,0,,,,,,,,,,,,,,,,,0.918395111645662,0.8956924983006199,738917,,,,116,266,,,,,,
Stony BrookHofstra2-1,2/1/24,CAA at CAA,189 Stony Brook at 117 Hofstra,"Hofstra -8.6, 76-67 (80%)",42.558336869581865,1,0,Stony Brook,103.600240021577,107.76819157662712,0.3885067568723369,0.2015111366654076,67.41132124261452,Hofstra,109.02126153514958,100.6105821443322,0.7157105728296199,0.7984888633345923,75.98541051398296,67.66977524002715,,,0,,,,,,,,,,,,,,,,,0.7261201145340189,0.9502705263133202,738917,,,,189,117,,,,,,
North Dakota St.South Dakota St.2-1,2/1/24,Sum at Sum,205 North Dakota St. at 149 South Dakota St.,"South Dakota St. -6.4, 74-68 (74%)",42.45367499402144,1,0,North Dakota St.,102.80671786552494,108.0791111538883,0.360050065431879,0.2614334624540566,67.75898201021099,South Dakota St.,107.49387988164288,103.24859324909744,0.613816774648179,0.7385665375459434,74.16290586550804,66.79247757691802,,,0,,,,,,,,,,,,,,,,,0.8076674199286343,0.955710289001466,738917,,,,205,149,,,,,,
Youngstown St.Wright St.2-1,2/1/24,Horz at Horz,220 Youngstown St. at 107 Wright St.,"Wright St. -12.3, 90-77 (84%)",42.280383165815735,1,0,Youngstown St.,105.75970346561152,112.4192648807518,0.3313122153704487,0.1551478893805759,77.37634386991071,Wright St.,113.7020905000731,104.30039142346342,0.7295867090703226,0.8448521106194241,89.6625803156335,73.39531866123433,,,0,,,,,,,,,,,,,,,,,0.7121362780569436,0.9607895332829854,738917,,,,220,107,,,,,,
St. ThomasNebraska Omaha2-1,2/1/24,Sum at Sum,256 St. Thomas at 288 Nebraska Omaha,"Nebraska Omaha -1.7, 72-70 (57%)",42.12969579517182,1,0,St. Thomas,102.54745935910638,112.0905764510362,0.2643874598453437,0.4324465400803462,70.2226579553832,Nebraska Omaha,103.691222803589,110.69266892521982,0.3205137922996469,0.5675534599196538,71.90260059112182,64.72913715773431,,,0,,,,,,,,,,,,,,,,,0.9339937595529288,0.9712471322175962,738917,,,,256,288,,,,,,
DelawareWilliam & Mary2-1,2/1/24,CAA at CAA,147 Delaware at 299 William & Mary,"Delaware -4.7, 76-71 (68%)",41.907285574491446,1,0,Delaware,104.769493323529,105.6336610706448,0.4764010164936934,0.676648846519366,75.91185238162842,William & Mary,104.50160051165454,112.35086600270208,0.3030365227339409,0.323351153480634,71.1907543909602,67.47837871570124,,,0,,,,,,,,,,,,,,,,,0.9388421144391756,0.9302815113230491,738917,,,,147,299,,,,,,
Little RockSIU Edwardsville2-1,2/1/24,OVC at OVC,239 Little Rock at 229 SIU Edwardsville,"SIU Edwardsville -4.7, 78-73 (67%)",41.83973510314559,1,0,Little Rock,105.52573505619908,114.16603978965618,0.2880161366114934,0.3262802946752891,72.85181637476241,SIU Edwardsville,103.59373883945022,105.22779201289924,0.4551257217719247,0.6737197053247108,77.59290016032607,68.64641456738669,,,0,,,,,,,,,,,,,,,,,0.8887751285665898,0.9677543244339492,738917,,,,239,229,,,,,,
Utah ValleyStephen F. Austin2-1,2/1/24,WAC at WAC,224 Utah Valley at 115 Stephen F. Austin,"Stephen F. Austin -10.3, 75-65 (85%)",40.30202504420839,1,0,Utah Valley,96.2899649790585,102.70695326870502,0.3225821004242113,0.1548854375189574,64.81594479308924,Stephen F. Austin,107.67631443567691,99.0969536789998,0.7220906651272874,0.8451145624810426,75.12086004429032,71.07335902185609,,,0,,,,,,,,,,,,,,,,,0.7197966317364903,0.962257171505188,738917,,,,224,115,,,,,,
NortheasternTowson2-1,2/1/24,CAA at CAA,215 Northeastern at 213 Towson,"Towson -3.5, 67-63 (65%)",40.18224381912609,1,0,Northeastern,105.64090871014596,111.95838812489026,0.3389586769883066,0.3497571393615949,63.11840740035304,Towson,103.21199507999658,103.64217245065936,0.48804446629533,0.6502428606384051,66.61533351084799,60.31894187690821,,,0,,,,,,,,,,,,,,,,,0.875025147878201,0.9594760317093746,738917,,,,215,213,,,,,,
San DiegoSan Francisco2-1,2/1/24,WCC at WCC,225 San Diego at 106 San Francisco,"San Francisco -10.7, 76-66 (85%)",39.27539501673327,1,0,San Diego,100.23052700307736,106.96295546082308,0.3213418019348861,0.1490659227504085,65.58065565661276,San Francisco,106.28971466148325,97.48560412991674,0.729943072212068,0.8509340772495915,76.30621089426852,70.22658845125761,,,0,,,,,,,,,,,,,,,,,0.7117656958769049,0.962462975274692,738917,,,,225,106,,,,,,
Idaho St.Northern Colorado2-1,2/1/24,BSky at BSky,282 Idaho St. at 285 Northern Colorado,"Northern Colorado -3.5, 71-67 (64%)",38.06616445432511,1,0,Idaho St.,96.4139448702393,108.1658387693354,0.2103744878689037,0.3592591765613687,67.12228091853264,Northern Colorado,100.47489597500716,107.19088980977278,0.3221107263300174,0.6407408234386314,70.5856900489161,67.95717164548003,,,0,,,,,,,,,,,,,,,,,0.9335408621604284,0.9785264349350112,738917,,,,282,285,,,,,,
Oregon St.UCLA2-1,2/1/24,P12 at P12,192 Oregon St. at 33 UCLA,"UCLA -13.9, 70-57 (93%)",37.638562209119456,1,0,Oregon St.,99.97386235946536,104.23758514193926,0.382184617746235,0.0738404495387934,56.54393823513657,UCLA,111.4006866528136,93.2209310393987,0.8858317653224281,0.9261595504612066,70.45281588219638,63.48227246003048,Oregon St.,,0,,,,,,,,,,,,,,,,,0.4624346442059866,0.9515168679672112,738917,,,,192,33,,,,,,
Cleveland St.Detroit2-1,2/1/24,Horz at Horz,186 Cleveland St. at 323 Detroit,"Cleveland St. -4.9, 75-70 (69%)",37.0777010818383,1,0,Cleveland St.,103.56701379127222,107.26926928922104,0.4003712945055302,0.6853845866498367,75.30793754360963,Detroit,102.080652226412,113.13631507678927,0.234594471653624,0.3146154133501633,70.37785541631771,67.24865278978446,,,0,,,,,,,,,,,,,,,,,0.9560961415015616,0.9478698566642224,738917,,,,186,323,,,,,,
MaineUMass Lowell2-1,2/1/24,AE at AE,227 Maine at 97 UMass Lowell,"UMass Lowell -11.6, 77-66 (87%)",37.035282663213856,1,0,Maine,101.03889848270228,108.05501464950198,0.3160354850895704,0.1340590700124522,65.62719834478084,UMass Lowell,110.81127302021144,100.76014500748246,0.7490373332975946,0.8659409299875478,77.18543362822781,67.44857766973603,,,0,,,,,,,,,,,,,,,,,0.6910054782221591,0.9633360069946006,738917,,,,227,97,,,,,,
Jacksonville St.UTEP2-1,2/1/24,CUSA at CUSA,255 Jacksonville St. at 151 UTEP,"UTEP -8.2, 69-61 (81%)",35.01875994960496,1,0,Jacksonville St.,98.19392136064975,107.16666412214384,0.2678475931495748,0.1885723166568507,60.87265374355329,UTEP,100.51005429785656,96.62155383268713,0.6115288272479299,0.8114276833431492,69.10871754801146,67.13205353140887,,,0,,,,,,,,,,,,,,,,,0.8091606822804184,0.9707482037931152,738917,,,,255,151,,,,,,
UMBCBryant2-1,2/1/24,AE at AE,313 UMBC at 201 Bryant,"Bryant -12.1, 89-77 (84%)",34.96221018542051,1,0,UMBC,97.89713757066323,112.94965151293673,0.1618149178808395,0.1573286440856036,77.21282639545285,Bryant,103.66433212608764,103.3632026745572,0.5083628204178416,0.8426713559143963,89.34448475651251,79.83986933195901,,,0,,,,,,,,,,,,,,,,,0.865861769709824,0.9843473917967496,738917,,,,313,201,,,,,,
Cal St. NorthridgeUC San Diego2-1,2/1/24,BW at BW,281 Cal St. Northridge at 209 UC San Diego,"UC San Diego -8.5, 80-72 (78%)",34.32193540530269,1,0,Cal St. Northridge,98.94963429883828,110.862197135626,0.2129414585636715,0.2159045088626159,71.65197376561383,UC San Diego,107.51953851798378,107.6841295652296,0.4956024248502234,0.7840954911373841,80.15546464859774,70.36044557297394,,,0,,,,,,,,,,,,,,,,,0.8716804870881847,0.9782007835261822,738917,,,,281,209,,,,,,
Robert MorrisOakland2-1,2/1/24,Horz at Horz,274 Robert Morris at 145 Oakland,"Oakland -10.6, 76-66 (85%)",32.6006981231794,1,0,Robert Morris,98.0629388940624,108.97781106697153,0.2290558534909272,0.1519392452473437,65.72321735976003,Oakland,107.071378131944,102.46396955919792,0.6238264237695367,0.8480607547526562,76.32278456219282,68.43985047308821,,,0,,,,,,,,,,,,,,,,,0.8009890381049504,0.976112105748113,738917,,,,274,145,,,,,,
Coastal CarolinaJames Madison2-1,2/1/24,SB at SB,312 Coastal Carolina at 65 James Madison,"James Madison -21.8, 91-69 (96%)",32.57970524445255,1,0,Coastal Carolina,97.23146513794076,112.1313396346834,0.1625154722316367,0.0407807128556702,68.91991596158559,James Madison,114.42337977519026,100.27144933442888,0.8202851929970639,0.9592192871443296,90.69897919737896,73.96511470755799,Coastal Carolina,,0,,,,,,,,,,,,,,,,,0.5938798448857419,0.9842677490087284,738917,,,,312,65,,,,,,
AlbanyVermont2-1,2/1/24,AE at AE,272 Albany at 120 Vermont,"Vermont -13.2, 80-67 (89%)",31.925314167189757,1,0,Albany,101.07950488993647,111.91664359812854,0.2366309220351773,0.1119063718529427,67.02157885223791,Vermont,110.95350929016848,102.59972212063415,0.710985385961734,0.8880936281470572,80.2492687852727,67.61945749615832,,,0,,,,,,,,,,,,,,,,,0.7306915858162615,0.975102994687075,738917,,,,272,120,,,,,,
Florida Gulf CoastCentral Arkansas2-1,2/1/24,ASun at ASun,193 Florida Gulf Coast at 341 Central Arkansas,"Florida Gulf Coast -6.5, 76-69 (74%)",31.04632510893852,1,0,Florida Gulf Coast,105.9584739848516,110.49827144408474,0.3816725626289468,0.7388921996974694,75.66410221757376,Central Arkansas,97.34505955466008,111.126411469932,0.1790681315998035,0.2611078003025305,69.12040874025358,67.236208680835,,,0,,,,,,,,,,,,,,,,,0.9683538969995455,0.9516168398279368,738917,,,,193,341,,,,,,
UT Rio Grande ValleyUtah Tech2-1,2/1/24,WAC at WAC,336 UT Rio Grande Valley at 271 Utah Tech,"Utah Tech -9.4, 78-69 (81%)",27.49797925716609,1,0,UT Rio Grande Valley,93.27564047289974,111.35578518068624,0.1153245365027716,0.1860314014954107,68.76459438501242,Utah Tech,98.9984567202995,103.95179153921224,0.3632087038182191,0.8139685985045892,78.18183802233126,74.204626853118,,,0,,,,,,,,,,,,,,,,,0.9212732145720564,0.9893767082862848,738917,,,,336,271,,,,,,
UC IrvineCal Poly2-1,2/1/24,BW at BW,72 UC Irvine at 340 Cal Poly,"UC Irvine -13.0, 73-60 (91%)",27.23369674843612,1,0,UC Irvine,104.45848823215474,97.84178115614132,0.6797313842146792,0.9060340851328113,72.59939351928007,Cal Poly,95.44294180097052,108.86914074080148,0.1804048230291878,0.0939659148671888,59.61459918960423,66.79604974013812,,,0,,,,,,,,,,,,,,,,,0.968074872298162,0.8511967006042278,738917,,,,72,340,,,,,,
Western IllinoisLindenwood2-1,2/1/24,OVC at OVC,347 Western Illinois at 333 Lindenwood,"Lindenwood -4.7, 73-69 (68%)",27.15902636388026,1,0,Western Illinois,93.4794190732396,112.74432698539992,0.1038755528612185,0.3189487304719892,68.6850040305138,Lindenwood,98.2217907255205,110.90163242695576,0.1984073212958874,0.6810512695280109,73.36865043215464,69.3225137602934,,,0,,,,,,,,,,,,,,,,,0.964242657219748,0.9905424681503198,738917,,,,347,333,,,,,,
HamptonNorth Carolina A&T2-1,2/1/24,CAA at CAA,309 Hampton at 362 North Carolina A&T,"Hampton -6.4, 83-77 (71%)",25.971644624941703,1,0,Hampton,99.14962619414364,113.62341675185432,0.1726466806713213,0.7147743466265947,83.37116597478673,North Carolina A&T,93.29165971586534,115.80132498676537,0.0768688284206916,0.2852256533734053,76.97007855065307,75.97620271153791,,,0,,,,,,,,,,,,,,,,,0.9876781130111386,0.9831023755177472,738917,,,,309,362,,,,,,
CampbellElon2-1,2/1/24,CAA at CAA,321 Campbell at 262 Elon,"Elon -7.3, 72-65 (77%)",25.6023070189352,1,0,Campbell,95.35407271239808,110.8463072470362,0.1504217355898348,0.2250422767435335,64.51878281089097,Elon,105.02010072323198,109.6371031929124,0.3787688874501414,0.7749577232564665,71.8427629543978,64.5737018933433,,,0,,,,,,,,,,,,,,,,,0.9162985387446252,0.9856259542359996,738917,,,,321,262,,,,,,
StonehillSacred Heart2-1,2/1/24,NEC at NEC,342 Stonehill at 234 Sacred Heart,"Sacred Heart -12.7, 85-72 (87%)",23.64094506994513,1,0,Stonehill,96.88835297587435,116.62369402211404,0.1060232673738583,0.1330460446087936,71.83021339204046,Sacred Heart,104.11227611292786,106.47191583233985,0.4359216644617402,0.8669539553912063,84.54525711056004,72.85625318364508,,,0,,,,,,,,,,,,,,,,,0.896231790431658,0.9903258509611078,738917,,,,342,234,,,,,,
LIU BrooklynFairleigh Dickinson2-1,2/1/24,NEC at NEC,353 LIU Brooklyn at 311 Fairleigh Dickinson,"Fairleigh Dickinson -10.3, 88-78 (81%)",23.31490903758552,1,0,LIU Brooklyn,91.9513656803976,113.69941729273847,0.0800673406054744,0.1928195141169067,77.70887389996355,Fairleigh Dickinson,106.78345872150403,116.58233864255637,0.2670503619877004,0.8071804858830933,88.01200021886427,75.84832367268312,,,0,,,,,,,,,,,,,,,,,0.9482379673480726,0.9928820209943786,738917,,,,353,311,,,,,,
IUPUIGreen Bay2-1,2/1/24,Horz at Horz,338 IUPUI at 303 Green Bay,"Green Bay -7.1, 73-66 (76%)",21.403869565996303,1,0,IUPUI,97.87058094567809,117.22738945607584,0.111510926617237,0.2379136659173727,66.24283647368041,Green Bay,101.17638604356176,109.51968747164722,0.2867445711400783,0.7620863340826273,73.29980422806162,64.6637484797745,,,0,,,,,,,,,,,,,,,,,0.9431900663420552,0.9897680489642188,738917,,,,338,303,,,,,,
NJITBinghamton2-1,2/1/24,AE at AE,352 NJIT at 251 Binghamton,"Binghamton -12.8, 81-68 (88%)",19.732657802632325,1,0,NJIT,94.05778208131072,115.39203934023276,0.0869942758021475,0.121095146671882,67.81242503856764,Binghamton,103.08974088472698,106.44936472182002,0.4088310750618358,0.878904853328118,80.5680336948618,70.86597815207674,,,0,,,,,,,,,,,,,,,,,0.9061161054186274,0.9922127935453732,738917,,,,352,251,,,,,,
Southern IndianaTennessee Tech2-1,2/1/24,OVC at OVC,350 Southern Indiana at 270 Tennessee Tech,"Tennessee Tech -11.3, 78-67 (86%)",18.94135021185994,1,0,Southern Indiana,93.79523062508632,114.9563505148548,0.0879005794348005,0.1433516187622565,67.10908705294412,Tennessee Tech,103.3864512707034,108.46829100272572,0.3654432920913102,0.8566483812377435,78.39608479334659,69.01827423447186,,,0,,,,,,,,,,,,,,,,,0.920570546172653,0.9921245488215006,738917,,,,350,270,,,,,,
